year,serial,month,cpsid,asecflag,asecwth,statefip,hhincome,pernum,cpsidp,cpsidv,asecwt,age,sex,race,marst,vetstat,famsize,nchild,nchlt5,ftype,yrimmig,citizen,nativity,hispan,empstat,occ2010,ind,classwkr,educ,diffany,wkswork1,uhrsworkly,pension,firmsize,ftotval,inctot,incwage,incbus,incss,incretir,incint,incdivid,incrent,ctccrd,actccrd,adjginc,eitcred,fedtaxac,fica,filestat,depstat,margtax,taxinc,spmwt,spmfedtaxac,spmftotval,spmfamunit,eff_rate
2024,3730,3,20240200393300,1,2150.48,25,125050,1,20240200393301,202402003933011,2150.48,47,1,100,1,1,4,2,1,1,0,1,1,0,10,8255,1990,21,111,1,52,40,2,9,125050,54000,54000,0,0,,0,0,0,4000,0,125050,0,7432,4131,1,0,22,97350,2150.48,7432.0,125050,3676001,5.943222710915634
2024,3732,3,20240300390900,1,1769.25,25,124082,1,20240300390901,202403003909011,1769.25,78,1,200,6,1,3,1,0,1,0,1,1,0,10,4500,8970,13,73,2,52,35,3,1,124082,32000,0,30000,2000,0,0,0,0,0,0,28881,0,1054,4239,5,0,10,10544,1769.25,7586.0,124082,3678001,3.649458121256189
2024,3732,3,20240300390900,1,1769.25,25,124082,2,20240300390902,202403003909021,2106.91,39,2,200,6,1,3,0,0,1,0,1,1,0,10,3050,8191,21,125,1,52,40,1,1,124082,60082,60000,0,0,,81,1,0,0,0,60082,0,5478,4590,5,0,22,46232,1769.25,7586.0,124082,3678001,9.117539362870742
2024,3732,3,20240300390900,1,1769.25,25,124082,3,20240300390903,202403003909031,2045.41,73,1,200,6,1,3,0,0,1,0,1,1,0,10,4500,8970,13,73,1,52,35,3,1,124082,32000,0,30000,2000,0,0,0,0,0,0,28881,0,1054,4239,5,0,10,10544,1769.25,7586.0,124082,3678001,3.649458121256189
2024,3735,3,20231200386800,1,1519.78,25,136020,1,20231200386801,202312003868011,1519.78,53,2,100,4,1,3,2,0,1,0,1,1,0,10,2310,7860,21,123,1,52,40,3,9,136020,130020,130000,0,0,,20,0,0,1000,0,130020,0,17007,9945,4,0,24,109220,1519.78,17007.0,136020,3681001,13.080295339178589
2024,3736,3,20240100386600,1,2892.71,25,206655,1,20240100386601,202401003866011,2892.71,40,1,100,1,1,2,0,0,1,0,1,4,0,10,430,3390,21,111,1,52,45,1,9,206655,101400,100000,0,0,,1400,0,0,0,0,206655,0,29985,7650,1,0,22,178955,2892.71,29985.0,206655,3682001,14.509690063148724
2024,3738,3,20240300391100,1,2748.86,25,28500,1,20240300391101,202403003911011,2748.86,80,2,100,4,1,1,0,0,2,0,1,2,0,10,5240,5170,21,123,2,52,15,1,9,28500,28500,11000,0,17000,0,300,200,0,0,0,11500,0,0,842,5,0,0,0,2748.86,0.0,28500,3684001,0.0
2024,3739,3,20240200396700,1,2526.89,25,105424,1,20240200396701,202402003967011,2526.89,66,2,100,6,1,1,0,0,2,0,1,1,0,36,9999,0,0,123,1,0,999,0,0,105424,105424,0,0,32364,20000,26296,23764,3000,0,0,100569,0,12315,0,5,0,22,84869,2526.89,12315.0,105424,3685001,12.245324105837783
2024,3741,3,20230100391100,1,2146.5,25,280506,1,20230100391101,202301003911011,2146.5,53,1,651,1,1,3,1,0,1,23,4,5,0,10,1020,7380,21,123,1,52,40,1,9,280506,210000,200000,0,0,,10000,0,0,2000,0,280002,0,45328,12833,1,0,24,252202,2146.5,45328.0,280506,3687001,16.188455796744307
2024,3742,3,20221202899400,1,2180.16,25,144812,1,20221202899401,202212028994011,2180.16,37,1,300,6,1,1,0,0,2,0,1,4,0,10,4610,8180,21,123,1,52,55,3,7,144812,144812,140000,0,0,,4612,200,0,0,0,144812,0,24813,10710,5,0,24,130962,2180.16,24813.0,144812,3688001,17.134629726818222
2024,3745,3,20230300390400,1,1329.86,25,166700,1,20230300390401,202303003904011,1329.86,33,2,100,6,1,1,0,0,2,0,1,1,100,10,1240,7470,21,123,1,52,40,1,2,166700,166700,160000,0,0,,5700,1000,0,0,0,166700,0,29994,12240,5,0,24,152850,1329.86,29994.0,166700,3692001,17.992801439712057
2024,3748,3,20240200397300,1,3943.54,25,297014,1,20240200397301,202402003973011,3943.54,30,2,100,3,1,1,0,0,2,0,1,1,0,10,3255,8191,21,111,1,52,40,1,9,90214,90214,90000,0,0,,201,13,0,0,0,90214,0,12107,6885,5,0,22,76364,3943.54,12107.0,90214,3695001,13.420311703283305
2024,3748,3,20240200397300,1,3943.54,25,297014,2,20240200397303,202402003973031,3287.85,32,1,100,3,1,1,0,0,5,0,1,1,0,10,6355,770,21,73,1,52,40,1,5,80000,80000,80000,0,0,,0,0,0,0,0,80000,0,9847,6120,5,0,22,66090,3287.85,9847.0,80000,3695004,12.30875
2024,3748,3,20240200397300,1,3943.54,25,297014,3,20240200397304,202402003973041,3287.85,32,1,100,3,1,1,0,0,5,0,1,1,0,10,6355,770,21,73,1,52,40,1,5,80000,80000,80000,0,0,,0,0,0,0,0,80000,0,9861,6120,5,0,22,66150,3287.85,9861.0,80000,3695005,12.32625
2024,3748,3,20240200397300,1,3943.54,25,297014,4,20240200397302,202402003973022,3287.85,30,1,100,3,1,1,0,0,5,0,1,1,0,10,4110,8680,21,73,1,52,35,1,5,46800,46800,46800,0,0,,0,0,0,0,0,46800,0,3288,3580,5,0,12,29230,3287.85,3288.0,46800,3695003,7.0256410256410255
2024,3749,3,20240200390900,1,3943.54,25,246225,1,20240200390901,202402003909011,3943.54,32,2,100,1,1,2,0,0,1,0,1,1,0,10,3255,8191,21,111,1,52,36,1,9,246225,92875,90000,0,0,,875,2000,0,0,0,249725,0,39501,6885,1,0,24,222025,3943.54,39501.0,246225,3696001,15.817799579537493
2024,3750,3,20221202891700,1,2583.88,25,365248,1,20221202891701,202212028917012,2583.88,70,2,100,1,1,2,0,0,1,0,1,1,0,10,710,7390,13,125,1,52,20,3,1,365248,84298,1500,39000,20796,0,18000,5000,1,0,0,351134,0,61514,5627,3,0,24,313184,2583.88,61514.0,365248,3697001,17.51866808682725
2024,3751,3,20221202940900,1,1552.06,25,202400,1,20221202940901,202212029409012,1552.06,51,1,100,1,1,3,1,0,1,0,1,1,0,10,430,7380,21,123,1,52,50,1,8,202400,201100,200000,0,0,,1100,0,0,2000,0,202400,0,25509,12833,1,0,22,167700,1552.06,25509.0,202400,3698001,12.603260869565217
2024,3752,3,20230100388500,1,1489.63,25,497844,1,20230100388501,202301003885011,1489.63,70,1,651,1,1,2,0,0,1,6,4,5,0,10,3060,7970,21,125,1,52,40,1,9,497844,431505,360000,0,4700,0,1503,50,10000,0,0,495619,0,98939,16593,3,0,35,464919,1489.63,98939.0,497844,3699001,19.962713293880984
2024,3753,3,20230200386500,1,1346.32,25,342400,1,20230200386501,202302003865011,1346.32,59,1,100,1,1,3,1,0,1,0,1,1,0,10,630,7580,25,125,1,52,40,3,9,342400,237200,207000,0,0,0,15200,15000,0,2000,0,342400,0,58938,12998,1,0,24,314700,1346.32,58938.0,342400,3700001,17.21320093457944
2024,3754,3,20230100389400,1,2954.17,25,166121,1,20230100389401,202301003894011,2954.17,37,2,100,1,1,4,2,0,1,0,1,4,0,10,136,7270,27,123,1,52,35,3,9,166121,71093,71000,0,0,,93,0,0,4000,0,166121,0,16068,5432,1,0,22,138421,2954.17,16068.0,166121,3701001,9.672467659115945
2024,3756,3,20230100391600,1,1818.04,25,124926,1,20230100391601,202301003916012,1818.04,33,1,100,1,1,3,1,1,1,0,1,1,0,10,2910,8564,13,111,1,52,35,1,1,124926,65926,0,65000,0,,526,400,0,2000,0,120334,0,6578,9184,1,0,12,80552,1818.04,6578.0,124926,3703001,5.466451709408812
2024,3757,3,20230300384500,1,2807.26,25,48483,1,20230300384501,202303003845011,2807.26,80,1,100,1,2,2,0,0,1,0,1,1,0,36,9999,0,0,111,1,0,999,0,0,48483,22504,0,0,0,0,4,22500,0,0,0,24251,0,0,0,3,0,0,0,2807.26,0.0,48483,3704001,0.0
2024,3758,3,20230200382000,1,2094.09,25,7222,1,20230200382001,202302003820011,2094.09,85,2,100,5,1,1,0,0,2,0,1,4,0,36,9999,0,0,123,1,0,999,0,0,7222,7222,0,0,2400,0,22,0,0,0,0,4822,0,0,0,5,0,0,0,2094.09,0.0,7222,3705001,0.0
2024,3759,3,20240100387900,1,2688.05,25,112097,1,20240100387901,202401003879011,2688.05,69,2,100,3,1,2,0,0,1,0,1,1,0,36,9999,0,0,81,1,52,40,1,2,112097,80000,80000,0,0,0,0,0,0,0,0,80000,0,9454,6120,5,0,22,64300,2688.05,9454.0,112097,3706001,11.8175
2024,3759,3,20240100387900,1,2688.05,25,112097,2,20240100387902,202401003879021,2581.1,73,2,100,4,1,2,0,0,1,0,1,1,0,10,1107,8290,21,81,1,26,5,1,1,112097,32097,3000,0,29087,0,10,0,0,0,0,3010,0,0,230,5,0,0,0,2688.05,9454.0,112097,3706001,0.0
2024,3760,3,20240200388500,1,2244.86,25,53832,1,20240200388501,202402003885011,2244.86,66,1,100,1,2,3,1,0,1,0,1,1,0,36,9999,0,0,73,2,0,999,0,0,53832,15312,0,0,15312,0,0,0,0,0,0,41354,0,1065,0,3,0,10,10654,2244.86,1065.0,53832,3707001,2.575325240605504
2024,3764,3,20240100386700,1,2581.1,25,105700,1,20240100386701,202401003867011,2581.1,70,2,100,6,1,1,0,0,2,0,1,1,0,10,2310,7860,28,111,1,52,60,3,9,105700,105700,68000,0,0,0,500,37200,0,0,0,105700,0,12504,5202,5,0,22,90000,2581.1,12504.0,105700,3712001,11.829706717123937
2024,3765,3,20240300391700,1,3739.74,25,72046,1,20240300391701,202403003917011,3739.74,58,1,100,4,1,1,0,0,2,0,1,3,0,10,8030,2880,21,71,1,52,40,2,7,42026,42026,42000,0,0,0,26,0,0,0,0,42026,0,3161,3213,5,0,12,28176,3739.74,3161.0,42026,3713001,7.521534288297721
2024,3766,3,20240200391500,1,2308.15,25,23140,1,20240200391501,202402003915011,2308.15,76,2,100,2,1,1,0,0,2,0,1,1,0,36,9999,0,0,73,2,0,999,0,0,23140,23140,0,0,19200,0,100,0,0,0,0,3940,0,0,0,5,0,0,0,2308.15,0.0,23140,3714001,0.0
2024,3768,3,20230300382700,1,2121.55,25,148911,1,20230300382701,202303003827011,2121.55,80,1,100,1,1,2,0,0,1,0,1,1,0,36,9999,0,0,123,1,0,999,0,0,148911,72630,0,0,16379,0,1251,10000,45000,0,0,138318,0,11018,0,3,0,22,96466,2121.55,11018.0,148911,3716001,7.965702222415015
2024,3769,3,20221202927300,1,3302.41,25,260500,1,20221202927301,202212029273011,3302.41,34,2,100,1,1,2,0,0,1,0,1,1,0,10,3255,7970,21,111,1,52,36,1,9,260500,89500,85000,0,0,,4500,0,0,0,0,266500,0,43032,6503,1,0,24,238800,3302.41,43032.0,260500,3717001,16.147091932457787
2024,3771,3,20231200380400,1,2874.43,25,237000,1,20231200380401,202312003804011,2874.43,28,2,100,6,1,2,0,0,2,0,1,1,0,10,3730,9470,27,111,1,52,45,3,9,86000,86000,86000,0,0,,0,0,0,0,0,86000,0,11181,6579,5,0,22,72150,2874.43,36647.0,237000,3719001,13.001162790697673
2024,3771,3,20231200380400,1,2874.43,25,237000,2,20231200380402,202312003804021,2874.43,31,1,100,6,1,2,0,0,5,0,1,1,0,10,4850,7380,21,111,1,52,40,3,8,151000,151000,150000,0,0,,0,1000,0,0,0,151500,0,25466,11475,5,0,24,134170,2874.43,36647.0,237000,3719001,16.809240924092407
2024,3773,3,20240300392000,1,1642.73,25,220282,1,20240300392001,202403003920011,1642.73,40,1,100,1,1,6,3,0,1,32,5,5,0,10,1020,7380,21,123,1,52,40,1,2,220282,220281,220000,0,0,,261,20,0,6000,0,220282,0,25818,13303,1,0,24,192582,1642.73,25818.0,220282,3721001,11.720431083792594
2024,3774,3,20230300380800,1,1386.11,25,5500,1,20230300380801,202303003808011,1386.11,64,2,100,1,1,3,1,0,1,0,1,2,100,36,9999,0,0,111,1,0,999,0,0,5500,100,0,0,0,0,0,0,100,0,0,5500,0,0,0,2,0,0,0,1386.11,0.0,5500,3722001,0.0
2024,3778,3,20230300383700,1,1733.03,25,101599,1,20230300383701,202303003837011,1733.03,28,2,651,6,1,1,0,0,2,53,5,5,0,10,1460,3960,21,123,1,52,40,1,9,101599,101599,90000,0,0,,9099,2500,0,0,0,101599,0,13353,6885,5,0,22,82819,1733.03,13353.0,101599,3726001,13.142845894152503
2024,3779,3,20221202959800,1,1456.77,25,31201,1,20221202959801,202212029598011,1456.77,62,2,100,3,1,2,1,0,1,23,4,5,0,10,4350,5580,21,73,1,52,40,1,9,31201,31201,31200,0,0,0,1,0,0,500,0,31201,2454,-1914,2387,4,0,10,10401,1456.77,-1914.0,31201,3727001,-6.134418768629211
2024,3780,3,20240100390000,1,2965.37,25,165555,1,20240100390001,202401003900011,2965.37,33,1,100,1,1,2,0,0,1,0,1,1,0,10,1020,7580,21,123,1,52,40,3,9,165555,100050,100000,0,0,,50,0,0,0,0,165555,0,20943,7650,1,0,22,137855,2965.37,20943.0,165555,3728001,12.650176678445229
2024,3781,3,20231200387800,1,2918.22,25,404180,1,20231200387801,202312003878011,2918.22,58,1,100,1,1,3,1,0,1,0,1,1,0,10,230,7860,28,123,1,52,55,3,9,404180,112180,110000,0,0,0,2050,130,0,0,0,371180,0,68864,8415,2,0,24,341980,2918.22,70942.0,404180,3729001,18.55272374589148
2024,3781,3,20231200387800,1,2918.22,25,404180,3,20231200387803,202312003878031,3202.69,27,1,100,6,1,3,0,0,1,0,1,1,0,10,2540,7860,28,111,1,52,40,3,9,404180,33000,33000,0,0,,0,0,0,0,0,33000,0,2078,2525,5,0,12,19150,2918.22,70942.0,404180,3729001,6.296969696969697
2024,3783,3,20231200379900,1,1497.09,25,270000,1,20231200379901,202312003799011,1497.09,29,1,651,6,1,1,0,0,2,56,5,5,0,10,1020,6490,21,123,1,52,40,3,9,130000,130000,130000,0,0,,0,0,0,0,0,130000,0,21276,9945,5,0,24,116150,1497.09,21276.0,130000,3731001,16.366153846153846
2024,3783,3,20231200379900,1,1497.09,25,270000,2,20231200379902,202312003799021,1402.17,26,1,651,6,1,1,0,0,5,56,5,5,0,10,1020,8590,21,123,1,52,40,3,7,140000,140000,140000,0,0,,0,0,0,0,0,140000,0,23676,10710,5,0,24,126150,1402.17,23676.0,140000,3731003,16.911428571428573
2024,3784,3,20240200393800,1,5227.68,25,67200,2,20240200393802,202402003938021,5227.68,44,1,801,6,1,2,0,0,5,53,5,5,0,10,6355,570,21,73,1,52,40,1,1,33800,33800,33800,0,0,,0,0,0,0,0,33800,0,2174,2585,5,0,12,19950,5227.68,2174.0,33800,3732001,6.431952662721893
2024,3784,3,20240200393800,1,5227.68,25,67200,3,20240200393803,202402003938031,3080.1,21,1,801,6,1,1,0,0,5,53,5,5,0,10,6230,770,21,73,1,52,40,1,1,33400,33400,33400,0,0,,0,0,0,0,0,33400,0,2126,2555,5,0,12,19550,3080.1,2126.0,33400,3732004,6.365269461077844
2024,3785,3,20240300392200,1,1460.42,25,58001,1,20240300392201,202403003922011,1460.42,56,1,100,3,1,1,0,0,2,12,4,5,612,10,6230,770,21,111,1,52,40,1,5,58001,58001,58000,0,0,,1,0,0,0,0,58001,0,5078,4437,5,0,12,44151,1460.42,5078.0,58001,3733001,8.755021465147154
2024,3787,3,20240300392300,1,3471.41,25,156020,1,20240300392301,202403003923011,3471.41,41,1,100,6,1,1,0,0,2,0,1,1,0,10,1410,3380,21,111,1,52,50,3,9,156020,156020,137000,0,0,,18020,1000,0,0,0,156020,0,24881,10481,5,0,24,131544,3471.41,24881.0,156020,3735001,15.947314446865787
2024,3788,3,20230200380800,1,3385.14,25,66395,1,20230200380801,202302003808011,3385.14,63,1,100,6,1,1,0,0,2,0,1,1,0,36,9999,0,0,111,1,0,999,0,0,66395,66395,0,0,0,62843,2991,500,0,0,0,66334,0,6819,0,5,0,22,52484,3385.14,6819.0,66395,3736001,10.279796182952936
2024,3791,3,20240300392500,1,2774.33,25,137314,1,20240300392501,202403003925011,2774.33,71,1,100,6,1,1,0,0,2,0,1,1,0,21,1060,7380,21,123,1,44,36,1,7,137314,137314,104000,0,24564,0,501,1,0,0,0,133629,0,21703,7956,5,0,24,117929,2774.33,21703.0,137314,3739001,16.241235061251675
2024,3792,3,20240200390000,1,1579.37,25,39520,1,20240200390001,202402003900011,1579.37,27,1,100,6,1,1,0,0,2,0,1,4,200,10,5620,4971,21,73,1,52,40,3,9,39520,39520,39520,0,0,,0,0,0,0,0,39520,0,2860,3024,5,0,12,25670,1579.37,2860.0,39520,3741001,7.236842105263158
2024,3793,3,20230100387800,1,2635.93,25,125652,1,20230100387801,202301003878011,2635.93,71,1,100,1,2,2,0,0,1,0,1,1,0,36,9999,0,0,81,1,0,999,0,0,125652,80304,0,0,26400,14000,1120,0,0,0,0,112248,0,9346,0,3,0,12,81548,2635.93,9346.0,125652,3742001,8.326206257572517
2024,3794,3,20230300384300,1,1347.8,25,280568,1,20230300384301,202303003843011,1347.8,37,1,100,1,1,4,2,2,1,44,3,5,612,10,230,7870,21,123,1,52,40,1,8,280568,150244,150000,0,0,,44,200,0,4000,0,286768,0,44382,11475,1,0,24,259068,1347.8,44382.0,280568,3743001,15.476622217262733
2024,3795,3,20221202960900,1,1333.34,25,183842,1,20221202960901,202212029609011,1333.34,32,2,100,2,1,1,0,0,2,0,1,4,612,12,2000,7870,21,123,1,48,42,2,7,89001,89001,69000,20000,0,,1,0,0,0,0,87588,0,10712,8105,5,0,22,70021,1333.34,10712.0,89001,3744001,12.229985842809517
2024,3795,3,20221202960900,1,1333.34,25,183842,2,20221202960903,202212029609031,1468.57,28,2,100,6,1,1,0,0,5,0,1,1,0,10,4430,7870,21,111,1,52,40,3,9,48000,48000,48000,0,0,,0,0,0,0,0,48000,0,3878,3672,5,0,12,34150,1468.57,3878.0,48000,3744003,8.079166666666666
2024,3795,3,20221202960900,1,1333.34,25,183842,3,20221202960904,202212029609041,1468.57,26,2,100,6,1,1,0,0,5,0,1,1,0,10,5700,5580,21,111,1,52,40,3,9,46841,46841,46841,0,0,,0,0,0,0,0,46841,0,3739,3584,5,0,12,32991,1468.57,3739.0,46841,3744004,7.9823231784120745
2024,3798,3,20240300392700,1,2775.89,25,117455,1,20240300392701,202403003927011,2775.89,66,2,100,1,1,3,0,0,1,0,1,1,0,36,9999,0,0,123,1,0,999,0,0,117455,59006,0,0,48000,0,1006,1000,0,0,0,57731,0,2683,0,3,0,12,27031,2775.89,3498.0,117455,3748001,4.647416466023454
2024,3798,3,20240300392700,1,2775.89,25,117455,3,20240300392703,202403003927031,3059.99,34,2,100,2,1,3,0,0,1,0,1,1,0,34,9999,0,0,111,1,52,22,1,2,117455,22000,22000,0,0,,0,0,0,0,0,22000,0,815,1683,5,0,10,8150,2775.89,3498.0,117455,3748001,3.704545454545455
2024,3800,3,20221202865600,1,2099.52,25,157000,1,20221202865601,202212028656011,2099.52,46,2,200,6,1,4,2,0,1,35,4,5,0,10,9140,6190,21,91,1,52,40,1,2,82000,82000,82000,0,0,,0,0,0,4000,0,82000,0,3165,6273,4,0,22,61200,2099.52,11926.0,157000,3750001,3.8597560975609757
2024,3800,3,20221202865600,1,2099.52,25,157000,4,20221202865604,202212028656041,2099.52,46,1,200,6,1,4,2,0,5,35,4,5,0,10,9140,6190,21,91,1,52,50,1,9,75000,75000,75000,0,0,,0,0,0,0,0,75000,0,8761,5738,5,0,22,61150,2099.52,11926.0,157000,3750001,11.681333333333335
2024,3801,3,20230300381600,1,1673.8,25,160501,1,20230300381601,202303003816011,1673.8,39,2,100,1,1,5,3,1,1,0,1,1,0,10,2300,7860,21,111,1,42,20,1,5,160501,40001,40000,0,0,,1,0,0,6000,0,165501,0,13241,3060,1,0,22,137801,1673.8,13241.0,160501,3751001,8.000555887879832
2024,3802,3,20230200381400,1,2508.52,25,218050,1,20230200381401,202302003814011,2508.52,56,2,100,1,1,4,2,0,1,0,1,1,0,10,2310,7860,21,123,1,52,40,3,9,218050,100025,100000,0,0,,25,0,0,1000,0,198050,0,27092,7650,1,0,22,170350,2508.52,27092.0,218050,3752001,13.67937389548094
2024,3802,3,20230200381400,1,2508.52,25,218050,3,20230200381403,202302003814031,3815.12,23,1,100,6,1,4,0,0,1,0,1,1,0,34,9999,0,0,81,1,52,15,1,1,218050,10000,10000,0,0,,0,0,0,0,0,10000,0,0,765,5,1,0,0,2508.52,27092.0,218050,3752001,0.0
2024,3802,3,20230200381400,1,2508.52,25,218050,4,20230200381404,202302003814041,3708.6,20,2,100,6,1,4,0,0,1,0,1,1,0,34,9999,0,0,81,1,52,15,1,9,218050,10000,10000,0,0,,0,0,0,0,0,10000,0,0,765,5,1,0,0,2508.52,27092.0,218050,3752001,0.0
2024,3803,3,20230200379800,1,2246.88,25,76362,1,20230200379801,202302003798013,2246.88,45,2,200,6,1,1,0,0,2,60,5,5,0,10,2200,7870,21,111,1,52,40,3,8,76362,76362,70000,0,0,,6362,0,0,0,0,76362,0,9060,5355,5,0,22,62512,2246.88,9060.0,76362,3753001,11.864539954427594
2024,3804,3,20221202965600,1,1382.85,25,543774,1,20221202965601,202212029656011,1382.85,43,1,651,1,1,2,0,0,1,0,1,3,0,10,2000,7860,28,123,1,52,40,3,8,543774,122100,100000,0,0,,7100,0,0,0,0,528774,0,108223,7650,1,0,35,501074,1382.85,108223.0,543774,3754001,20.466777867293022
2024,3805,3,20230200389300,1,1744.09,25,117003,1,20230200389301,202302003893011,1744.09,35,2,100,1,1,4,2,0,1,0,1,2,612,10,2010,9480,27,73,1,52,40,1,9,117003,42003,42000,0,0,,3,0,0,4000,0,111704,0,3368,3213,1,0,12,70064,1744.09,3368.0,117003,3755001,3.0151113657523454
2024,3807,3,20230300381900,1,3406.99,25,135000,1,20230300381901,202303003819011,3406.99,59,2,100,4,1,1,0,0,2,0,1,1,0,10,3255,8191,21,124,1,52,40,1,9,135000,135000,135000,0,0,0,0,0,0,0,0,135000,0,21046,10328,5,0,24,115190,3406.99,21046.0,135000,3757001,15.589629629629629
2024,3808,3,20221202985000,1,2600.92,25,65180,1,20221202985001,202212029850011,2600.92,80,2,100,5,1,1,0,0,2,0,1,1,0,36,9999,0,0,111,1,0,999,0,0,65180,65180,0,0,9180,0,4000,0,0,0,0,75803,0,8530,0,5,0,22,60103,2600.92,8530.0,65180,3758001,11.252852789467434
2024,3810,3,20240200393900,1,1910.46,25,169280,1,20240200393901,202402003939011,1910.46,42,2,100,1,1,4,2,0,1,29,5,5,0,10,120,6890,21,73,1,52,40,1,1,169280,80000,80000,0,0,,0,0,0,2500,0,160000,0,17221,6120,1,0,22,132300,1910.46,17221.0,169280,3760001,10.763125
2024,3810,3,20240200393900,1,1910.46,25,169280,3,20240200393903,202402003939031,1926.19,17,2,100,6,1,4,0,0,1,0,1,4,0,12,4720,4971,21,60,1,52,15,1,9,169280,9280,9280,0,0,,0,0,0,0,0,9280,0,0,711,5,1,0,0,1910.46,17221.0,169280,3760001,0.0
2024,3811,3,20240200395600,1,2308.15,25,482158,1,20240200395601,202402003956011,2308.15,75,2,100,1,1,2,0,0,1,0,1,1,0,36,9999,0,0,124,1,13,5,1,1,482158,294695,0,18000,47280,100000,13515,7500,100000,0,0,461524,0,91431,2543,3,0,32,425992,2308.15,91431.0,482158,3761001,19.810670734349674
2024,3813,3,20240203931600,1,1637.2,25,252311,1,20240203931601,202402039316011,1637.2,34,2,651,1,1,3,1,1,1,53,5,5,0,10,1107,6992,21,123,1,52,40,2,9,252311,120254,120000,0,0,,254,0,0,2000,0,255311,0,39152,9180,1,0,24,227611,1637.2,39152.0,252311,3763001,15.335022776143607
2024,3814,3,20240300393800,1,1676.93,25,146560,1,20240300393801,202403003938011,1676.93,51,2,100,1,1,5,3,0,1,0,1,1,0,10,4830,6992,21,73,1,52,40,3,1,146560,40000,40000,0,0,,0,0,0,1500,0,115000,0,8536,3060,1,0,12,87300,1676.93,9702.0,146560,3764001,7.4226086956521735
2024,3814,3,20240300393800,1,1676.93,25,146560,4,20240300393804,202403003938041,2048.14,20,2,100,6,1,5,0,0,1,0,1,1,0,34,9999,0,0,81,1,12,30,1,9,146560,30900,25400,0,0,,0,0,0,0,0,25400,0,1166,1943,5,1,12,11550,1676.93,9702.0,146560,3764001,4.590551181102362
2024,3815,3,20240200392900,1,1718.08,25,271235,1,20240200392901,202402003929011,1718.08,54,1,651,1,1,3,1,0,1,16,4,5,0,12,1720,2190,21,125,1,52,45,1,9,271235,160641,150000,0,0,,10020,621,0,2000,0,271235,0,42548,11475,1,0,24,243535,1718.08,42548.0,271235,3765001,15.686766088447287
2024,3817,3,20221202940200,1,1382.85,25,220178,1,20221202940201,202212029402011,1382.85,35,2,651,6,1,1,0,0,2,35,5,5,0,10,3258,8191,21,123,1,52,85,1,9,220178,220178,220000,0,0,,178,0,0,0,0,220178,0,44857,13303,5,0,32,206328,1382.85,44857.0,220178,3767001,20.373061795456405
2024,3818,3,20230200389200,1,4467.85,25,209011,1,20230200389201,202302003892011,4467.85,28,1,100,6,1,2,0,0,2,0,1,1,0,10,1760,7460,21,111,1,52,40,1,9,92001,92001,91000,0,0,,1001,0,0,0,0,92001,0,12501,6962,5,0,22,78151,4467.85,30659.0,209011,3768001,13.58789578374148
2024,3818,3,20230200389200,1,4467.85,25,209011,2,20230200389202,202302003892021,4467.85,28,2,100,6,1,2,0,0,5,0,1,1,0,10,3258,8191,21,123,1,52,40,1,9,117010,117010,115000,0,0,,2010,0,0,0,0,117010,0,18158,8798,5,0,24,103160,4467.85,30659.0,209011,3768001,15.518331766515683
2024,3819,3,20230300381700,1,2824.02,25,133611,1,20230300381701,202303003817011,2824.02,70,2,100,4,1,2,1,0,1,0,1,1,0,10,850,7390,21,81,1,52,40,1,8,133611,69600,48000,0,21600,0,0,0,0,0,0,66360,0,6453,3672,5,0,22,50660,2824.02,7220.0,133611,3769001,9.724231464737795
2024,3819,3,20230300381700,1,2824.02,25,133611,2,20230300381702,202303003817021,3636.08,28,2,100,6,1,2,0,0,1,0,1,1,0,10,2000,9090,13,92,1,52,5,1,1,133611,64011,0,6000,0,,8011,50000,0,0,0,63587,0,767,848,5,0,22,49737,2824.02,7220.0,133611,3769001,1.2062213974554548
2024,3821,3,20230200381600,1,2147.9,25,114715,1,20230200381601,202302003816011,2147.9,32,1,100,1,1,6,3,0,1,0,1,1,0,10,220,770,21,111,1,52,55,1,7,114715,71550,70000,0,0,,1550,0,0,3664,2336,71901,0,-2336,5355,1,0,12,44201,2147.9,-664.0,114715,3771001,-3.2489116980292345
2024,3821,3,20230200381600,1,2147.9,25,114715,6,20230200381603,202302003816031,1376.31,65,2,100,5,1,6,0,0,1,0,1,1,0,36,9999,0,0,111,1,0,999,0,0,114715,42814,0,0,16380,0,34,0,0,0,0,31464,0,1672,0,5,0,12,15764,2147.9,-664.0,114715,3771001,5.314009661835748
2024,3827,3,20240100392300,1,1797.15,25,182512,1,20240100392301,202401003923011,1797.15,33,1,651,1,1,3,1,1,1,44,5,5,0,10,1020,6870,21,123,1,52,40,1,9,182512,142501,140000,0,0,,2501,0,0,2000,0,182512,0,22074,10710,1,0,22,154812,1797.15,22074.0,182512,3777001,12.094547207854827
2024,3828,3,20230300385300,1,2737.18,25,88000,1,20230300385302,202303003853021,2737.18,44,2,100,4,1,1,0,0,2,0,1,1,0,10,800,7890,21,111,1,52,40,3,9,88000,88000,88000,0,0,,0,0,0,0,0,88000,0,11621,6732,5,0,22,74150,2737.18,11621.0,88000,3778001,13.20568181818182
