row,base_rate,twin_rate,gap,from_label,to_label,unit_inctot,filing_status,marst,nchild,spouse_income_share
0,3.070629700848265,-30.282442725341877,-33.35307242619014,filing as a single filer,head of household,20102.0,5,6,0,0.0
1,7.791093610260894,-0.26069895369443996,-8.051792563955335,filing as a single filer,head of household,50000.0,5,5,0,0.0
2,13.40302473580406,16.763622398869273,3.3605976630652137,"married, filing together",filing as a single filer,210150.0,1,1,1,0.2862241256245539
3,9.780777616967816,13.639329795299103,3.858552178331287,"married, filing together",filing as a single filer,139355.0,1,1,1,0.354160238240465
4,6.163167253573251,-9.187135210960204,-15.350302464533454,filing as a single filer,head of household,36100.0,5,3,1,0.0
5,1.9065858090958006,-5.248699604062602,-7.155285413158403,filing as a single filer,head of household,36253.0,5,5,0,0.0
6,7.180461473348879,9.960940064709096,2.7804785913602164,"married, filing together",filing as a single filer,93450.0,1,1,0,0.4489031567683253
7,5.756759515466491,-17.582469609312195,-23.339229124778686,filing as a single filer,head of household,33000.0,5,4,0,0.0
8,6.059379122993549,12.222860857103054,6.163481734109505,"married, filing together",filing as a single filer,122594.0,1,1,2,0.6561658808750837
9,11.59645988047438,15.542537541652774,3.9460776611783928,"married, filing together",filing as a single filer,191945.0,1,1,2,0.7915965510953659
10,1.923456663867194,10.129895054484697,8.206438390617503,"married, filing together",filing as a single filer,89107.0,1,1,2,0.2705399126892387
11,5.840667222478284,-14.3337930153587,-20.174460237836982,filing as a single filer,head of household,33400.0,5,6,0,0.0
12,13.53535736539851,17.64883270174735,4.113475336348838,"married, filing together",filing as a single filer,246199.0,1,1,2,0.6336297060507963
13,13.33344972511204,15.614178082330698,2.280728357218658,head of household,filing as a single filer,153982.0,4,4,1,0.0
14,12.87026898544271,8.236808616282568,-4.633460369160142,filing as a single filer,head of household,152384.0,5,5,0,0.0
15,9.90145312109082,2.753143015893685,-7.148310105197134,filing as a single filer,head of household,69946.0,5,5,0,0.0
16,6.728730719377446,-8.437267704727004,-15.165998424104451,filing as a single filer,head of household,37000.0,5,6,0,0.0
17,4.339111706842738,10.001129780172226,5.662018073329488,"married, filing together",filing as a single filer,107979.0,1,1,1,1.0
18,5.928267857408749,8.616622061519774,2.6883542041110244,"married, filing together",filing as a single filer,84500.0,1,1,1,0.8875739644970414
19,3.8199889575106383,11.424111747487924,7.604122789977286,"married, filing together",filing as a single filer,131004.0,1,1,4,0.4351164849928246
20,3.132771083752499,6.140926233364497,3.008155149611998,"married, filing together",filing as a single filer,50532.0,1,1,0,0.011873664212776
21,5.661192554394205,7.970148895138656,2.3089563407444507,"married, filing together",filing as a single filer,65000.0,1,1,0,0.2307692307692307
22,12.514975217397929,16.33493796305941,3.8199627456614813,"married, filing together",filing as a single filer,190985.0,1,1,0,0.0985941304290912
23,17.024467118033595,13.535812751149116,-3.4886543668844787,filing as a single filer,head of household,160507.0,5,2,0,0.0
24,9.161322646492643,3.5635759982722996,-5.597746648220343,filing as a single filer,head of household,60425.0,5,4,0,0.0
25,16.863735116059722,11.198833308368174,-5.664901807691548,filing as a single filer,head of household,159595.0,5,3,0,0.0
26,6.485920653636658,9.503600849560726,3.0176801959240684,"married, filing together",filing as a single filer,89026.0,1,1,1,0.6742524655718554
27,5.948939731224563,12.73808391757136,6.789144186346798,"married, filing together",filing as a single filer,126174.0,1,1,2,0.3229666967838064
28,12.026876162859784,5.4517395544219065,-6.5751366084378775,filing as a single filer,head of household,80100.0,5,6,0,0.0
29,4.417318298539829,9.671219171520415,5.253900872980585,head of household,filing as a single filer,65296.0,4,6,1,0.0
30,8.163527389684594,0.91505873441641,-7.2484686552681845,filing as a single filer,head of household,49000.0,5,6,0,0.0
31,-0.8016791216948416,6.083606952415603,6.885286074110445,"married, filing together",filing as a single filer,60000.0,1,1,2,0.4166666666666667
32,13.578852505563384,7.843874077969253,-5.734978427594132,filing as a single filer,head of household,95252.0,5,6,0,0.0
33,-12.63582996988407,7.6688812497556755,20.304711219639746,head of household,filing as a single filer,44780.0,4,6,3,0.0
34,5.77407607710502,10.909963865962833,5.135887788857813,"married, filing together",filing as a single filer,94016.0,1,1,0,0.5022868447923757
35,5.873279029782765,5.114280933735066,-0.7589980960476987,"married, filing together",filing as a single filer,67500.0,1,1,0,1.0
36,17.322689227123437,12.669265270136474,-4.653423956986963,filing as a single filer,head of household,164451.0,5,6,0,0.0
37,16.68526557819447,20.934871101395967,4.249605523201495,"married, filing together",filing as a single filer,281100.0,1,1,0,0.1104589114194237
38,5.672951861119697,9.826272136974513,4.153320275854816,"married, filing together",filing as a single filer,81628.0,1,1,0,0.9623413534571472
39,0.2961560784440212,8.001545641248008,7.705389562803987,"married, filing together",filing as a single filer,66558.0,1,1,3,0.023122689984675
40,-0.0094643703068849,-37.76872347330029,-37.759259102993404,filing as a single filer,head of household,2000.0,5,6,0,0.0
41,-44.25072853595694,-0.2734396236137934,43.97728891234314,head of household,filing as a single filer,9945.0,4,6,1,0.0
42,4.76695326645034,-22.41370264032631,-27.18065590677665,filing as a single filer,head of household,26000.0,5,4,0,0.0
43,5.331557743635536,8.885260901113549,3.5537031574780125,"married, filing together",filing as a single filer,68400.0,1,1,0,0.0
44,8.577791411531868,-0.1643892778031077,-8.742180689334976,filing as a single filer,head of household,56001.0,5,6,2,0.0
45,0.0,-42.413300178294584,-42.413300178294584,filing as a single filer,head of household,8000.0,5,6,0,0.0
46,6.775749226517609,-8.208837720497987,-14.984586947015597,filing as a single filer,head of household,36025.0,5,6,0,0.0
47,11.346583976442169,16.884951403424466,5.538367426982298,"married, filing together",filing as a single filer,215499.0,1,1,3,0.1162371983164655
48,7.64810402490826,12.773024270652165,5.124920245743905,"married, filing together",filing as a single filer,118002.0,1,1,1,0.2372841138285791
49,-3.198557272471932,9.099884710813694,12.298441983285626,head of household,filing as a single filer,60000.0,4,6,3,0.0
50,8.833937602645605,14.146061038396072,5.3121234357504665,"married, filing together",filing as a single filer,209175.0,1,1,2,0.7131349348631528
51,-7.59751099930214,-42.104416495516276,-34.50690549621414,filing as a single filer,head of household,6000.0,5,6,0,0.0
52,9.641710050646687,1.479640427702849,-8.162069622943838,filing as a single filer,head of household,64289.0,5,6,0,0.0
53,5.436653498584441,10.890573974639972,5.453920476055531,"married, filing together",filing as a single filer,99005.0,1,1,2,0.43437200141407
54,5.299038120765332,7.477644940208218,2.1786068194428854,"married, filing together",filing as a single filer,59932.0,1,1,0,0.2542881932857238
55,13.643943302088037,8.302703169135535,-5.341240132952501,filing as a single filer,head of household,101300.0,5,4,0,0.0
56,18.940992835531862,16.216025416538123,-2.7249674189937387,filing as a single filer,head of household,222500.0,5,4,0,0.0
57,-7.5731717556230755,-36.700380765151564,-29.12720900952849,filing as a single filer,head of household,6551.0,5,6,0,0.0
58,16.488483813477394,12.234174815368478,-4.254308998108916,filing as a single filer,head of household,151350.0,5,6,0,0.0
59,3.9963414955296623,7.101962006473388,3.105620510943726,"married, filing together",filing as a single filer,51865.0,1,1,0,1.9280825219319387e-05
60,7.939841804191629,11.849126652172577,3.909284847980948,"married, filing together",filing as a single filer,98000.0,1,1,0,0.0
61,3.0849228587394815,-28.847402861622513,-31.932325720361995,filing as a single filer,head of household,20100.0,5,6,0,0.0
62,-0.07204637682670717,-8.388044434700042,-8.315998057873335,filing as a single filer,head of household,9950.0,5,6,0,0.0
63,-22.082105028826003,6.291086474278181,28.373191503104184,head of household,filing as a single filer,35000.0,4,6,2,0.0
64,6.294745000350728,-17.689395296485312,-23.98414029683604,filing as a single filer,head of household,33000.0,5,6,0,0.0
65,5.291065374543791,-19.050580854200014,-24.341646228743805,filing as a single filer,head of household,28049.0,5,6,0,0.0
66,-0.9374070715368812,-10.102562091185044,-9.165155019648163,filing as a single filer,head of household,40320.0,5,6,0,0.0
67,15.610837256866883,20.430925860431064,4.82008860356418,"married, filing together",filing as a single filer,329000.0,1,1,2,0.3708206686930091
68,15.828077588685893,11.706514205274557,-4.1215633834113365,filing as a single filer,head of household,132700.0,5,6,0,0.0
69,9.99716928716652,4.083258117469768,-5.9139111696967515,filing as a single filer,head of household,66001.0,5,6,0,0.0
70,6.132155798761012,8.095262512524217,1.9631067137632048,"married, filing together",filing as a single filer,70002.0,1,1,0,0.4571583669038027
71,4.985325862904344,-18.819787029988948,-23.80511289289329,filing as a single filer,head of household,27005.0,5,6,0,0.0
72,9.275337725654394,3.3326425621394313,-5.942695163514962,filing as a single filer,head of household,62231.0,5,6,0,0.0
73,0.0,-5.180273815067719,-5.180273815067719,filing as a single filer,head of household,30083.0,5,5,0,0.0
74,5.630905505143121,-15.190513668032748,-20.82141917317587,filing as a single filer,head of household,30000.0,5,6,0,0.0
75,-6.881450578091334,-31.879521023971783,-24.99807044588045,filing as a single filer,head of household,3962.0,5,6,0,0.0
76,6.443272226337491,12.251643430943895,5.808371204606404,head of household,filing as a single filer,81060.0,4,4,1,0.0
77,16.633472076931636,20.572319147440737,3.9388470705091017,"married, filing together",filing as a single filer,426221.0,1,1,2,0.5328456364186654
78,8.114455288283319,11.218804985337323,3.1043496970540048,"married, filing together",filing as a single filer,100200.0,1,1,0,0.5508982035928144
79,11.74493156568933,16.90955918133315,5.164627615643822,"married, filing together",filing as a single filer,229805.0,1,1,2,0.9747438045299276
80,-35.64002166528761,-2.120093204372919,33.51992846091469,"married, filing together",filing as a single filer,30000.0,1,1,3,0.0
81,10.974285496687981,14.807151226473321,3.8328657297853397,"married, filing together",filing as a single filer,156902.0,1,1,1,0.159347873194733
82,17.443321740605374,13.198759695461701,-4.244562045143672,filing as a single filer,head of household,180000.0,5,6,0,0.0
83,0.549758846905089,-3.5079489081063833,-4.057707755011473,filing as a single filer,head of household,19200.0,5,4,0,0.0
84,-27.436967140012968,-3.61501287445198,23.821954265560986,"married, filing together",filing as a single filer,33000.0,1,1,2,1.0
85,-15.569973060903743,0.29123660053684064,15.861209661440585,"married, filing together",filing as a single filer,25240.0,1,1,2,0.0
86,7.28593836914264,-5.627014912620568,-12.912953281763208,filing as a single filer,head of household,40010.0,5,6,0,0.0
87,9.658908917076342,4.115501791210301,-5.543407125866041,filing as a single filer,head of household,63000.0,5,6,0,0.0
88,11.653945739465026,15.890291163617684,4.236345424152658,"married, filing together",filing as a single filer,189931.0,1,1,2,0.5335095376742081
89,13.585508730407957,8.053387212507218,-5.532121517900739,filing as a single filer,head of household,94150.0,5,6,0,0.0
90,-0.3732077438915629,-0.05995283543752984,0.3132549084540331,"married, filing together",filing as a single filer,28685.0,1,1,0,0.1393411190517692
91,12.883872366189784,15.66832540382092,2.7844530376311347,"married, filing together",filing as a single filer,183000.0,1,1,0,0.546448087431694
92,-7.64324563201094,-41.11714803160575,-33.47390239959481,filing as a single filer,head of household,5000.0,5,6,0,0.0
93,6.516877530923936,11.738243185210822,5.221365654286886,"married, filing together",filing as a single filer,112794.0,1,1,1,0.3546376580314556
94,-17.519198705702323,-0.3428675044294006,17.176331201272923,"married, filing together",filing as a single filer,42011.0,1,1,2,1.0
95,6.18788560188429,-1.602702096183681,-7.790587698067971,filing as a single filer,head of household,50104.0,5,5,0,0.0
96,6.440635376030138,-7.605647316736827,-14.046282692766965,filing as a single filer,head of household,34000.0,5,4,1,0.0
97,5.689913634800362,-26.658264042427387,-32.34817767722775,filing as a single filer,head of household,30000.0,5,6,2,0.0
98,17.522188579272925,14.070416636937772,-3.451771942335153,filing as a single filer,head of household,170000.0,5,6,0,0.0
99,7.425174308883711,-4.135422162233914,-11.560596471117623,filing as a single filer,head of household,41500.0,5,2,0,0.0
100,10.876961360354139,4.689635517793341,-6.187325842560798,filing as a single filer,head of household,70510.0,5,6,0,0.0
101,-1.6765895170606395,5.746780164963161,7.4233696820238,"married, filing together",filing as a single filer,54201.0,1,1,1,0.2251065478496706
102,-3.5676564447108423,-41.50461442442114,-37.9369579797103,filing as a single filer,head of household,12000.0,5,6,0,0.0
103,-42.24294665831897,-6.400393705860161,35.84255295245881,head of household,filing as a single filer,3598.0,4,4,3,0.0
104,7.549946113904287,13.041683674414077,5.49173756050979,"married, filing together",filing as a single filer,120994.0,1,1,0,0.6413541167330612
105,6.620545290773189,-8.425619086053544,-15.046164376826734,filing as a single filer,head of household,35000.0,5,6,0,0.0
106,-41.434589356329795,-7.184820549624005,34.24976880670579,head of household,filing as a single filer,7000.0,4,6,4,0.0
