inctot,wage_share,business_share,interest_share,dividend_share,retirement_share,socsec_share,rent_share,age,nchild,nchlt5,famsize,filestat,marst,statefip,eff_rate,asecwt
30020,0.0,0.9993337774816788,0.0006662225183211193,0.0,0.0,0.0,0.0,49,0,0,2,5,6,50,4.046449948030537,459.12
60011,0.9998167002716168,0.0,0.00018329972838312977,0.0,0.0,0.0,0.0,41,5,0,7,1,1,50,-5.511451253640985,335.1
62405,0.9999198782148866,0.0,8.012178511337233e-05,0.0,0.0,0.0,0.0,44,2,0,3,4,2,50,1.0880538418395962,363.36
35005,0.999857163262391,0.0,0.00014283673760891302,0.0,0.0,0.0,0.0,37,2,0,3,4,2,50,-18.143122411084132,384.24
27000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,0,3,4,6,50,-16.68888888888889,261.6
47010,0.9997872793022761,0.0,0.00021272069772388852,0.0,0.0,0.0,0.0,45,1,0,3,5,6,50,7.99617102744097,261.6
102500,0.9785365853658536,0.0,0.00975609756097561,0.0,0.0,0.0,0.0,49,1,0,3,1,1,50,9.199560600512632,257.35
37825,0.9997091870456047,0.0,2.6437541308658295e-05,0.00026437541308658297,0.0,0.0,0.0,32,0,0,2,5,6,50,7.021810971579644,667.74
41069,0.9999513014682607,0.0,4.869853173926806e-05,0.0,0.0,0.0,0.0,54,1,0,2,5,6,50,7.416786383890525,404.68
55058,0.0,0.0,0.00831850049039195,0.023992880235388137,0.05964619128918595,0.5306949035562498,0.0,75,0,0,2,3,1,50,9.317757655353564,261.27
109785,0.8380015484811222,0.0,0.16199845151887782,0.0,0.0,0.0,0.0,35,0,0,1,5,6,50,14.96014938288473,555.06
100978,0.0,0.0,0.21222444492859832,0.0,0.0,0.3177721880013468,0.0,72,0,0,1,5,5,50,12.84739855613642,412.54
18216,0.0,0.0,0.013724198506807202,0.00010979358805445762,0.16469038208168643,0.8214756258234519,0.0,80,0,0,2,3,1,50,0.0,345.72
210500,0.8551068883610451,0.0,0.14489311163895488,0.0,0.0,0.0,0.0,56,2,0,4,1,1,50,14.597503875478504,231.56
15260,0.0,0.0,0.010484927916120577,0.00655307994757536,0.0,0.0,0.9829619921363041,48,1,0,4,1,1,50,-2.2965276501929086,281.74
25080,0.0,0.0,0.0024322169059011163,0.009569377990430622,0.0,0.5573763955342903,0.0,76,0,0,2,3,1,50,4.130961527096507,321.68
62578,0.9987535555626578,0.0,0.001246444437342197,0.0,0.0,0.0,0.0,44,2,0,4,1,1,50,7.093932743154266,344.53
155500,0.7717041800643086,0.0,0.22186495176848875,0.006430868167202572,0.0,0.0,0.0,63,0,0,2,1,1,50,16.477748577699483,328.75
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,0,5,1,1,50,9.299706455081814,208.89
12005,0.0,0.9995835068721366,0.00041649312786339027,0.0,0.0,0.0,0.0,38,0,0,1,5,6,50,-4.445639508828538,647.25
3500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,0,1,5,6,50,-7.657142857142857,487.8
68340,1.0242903131401815,0.0,0.004506877377816798,0.0004682470002926544,0.0,0.0,-0.029265437518290898,60,0,0,1,5,4,50,11.363412835013524,376.42
35064,0.0,1.2833675564681726,0.0003707506274241387,0.0014259639516313028,0.0,0.0,-0.2851642710472279,59,0,0,3,1,1,50,5.414913430364903,376.28
31965,0.21898951978726733,0.0,0.05196308462380729,0.0,0.5631159080244017,0.07132801501642422,0.0,80,0,0,1,5,5,50,5.174371451743714,387.96
237651,0.9467664768925862,0.0,0.021674640544327606,0.031558882563086206,0.0,0.0,0.0,45,2,0,4,1,1,50,17.123975191503202,292.74
60400,0.9602649006622517,0.0,0.039735099337748346,0.0,0.0,0.0,0.0,60,0,0,2,2,1,50,16.25301897642323,376.33
76100,0.9986859395532195,0.0,0.001314060446780552,0.0,0.0,0.0,0.0,40,0,0,2,5,6,50,11.830486202365307,654.31
42659,0.046883424365315646,0.0,0.046883424365315646,0.08204599263930237,0.0,0.7777725685084038,0.0,70,0,0,2,2,1,50,8.091518804652347,434.18
83258,0.9128251939753537,0.0,9.608686252372145e-05,0.000600542890773259,0.0,0.0,0.0,63,0,0,2,2,1,50,8.372705183585314,423.89
54011,0.9997963377830442,0.0,0.0002036622169558053,0.0,0.0,0.0,0.0,64,0,0,1,5,6,50,8.51493214345226,336.43
79020,0.9111617312072893,0.0,0.0007593014426727411,0.0,0.0,0.0,0.0,37,3,0,4,4,3,50,1.855398279211768,285.15
124660,0.9947055992299053,0.0,0.0022461094176159154,0.0030482913524787422,0.0,0.0,0.0,65,0,0,1,5,4,50,15.03067730681317,420.2
239206,0.8779044003912946,0.0,0.11707900303504093,0.00501659657366454,0.0,0.0,0.0,61,0,0,2,1,1,50,19.773173404104615,376.33
70000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51,0,0,2,1,1,50,5.7285616138904505,410.32
130000,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,56,2,0,4,1,1,50,16.197142857142858,236.97
72000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,0,4,5,6,50,11.251388888888888,326.81
78750,0.0,0.0,0.34285714285714286,0.0,0.0,0.022222222222222223,0.6349206349206349,74,0,0,2,5,6,50,11.112002138465652,437.62
75653,0.9913684850567723,0.0,0.008605078450292784,1.3218246467423632e-05,0.0,0.0,1.3218246467423632e-05,48,0,0,2,5,4,50,11.769526654594005,383.22
90007,0.9999222282711344,0.0,7.777172886553268e-05,0.0,0.0,0.0,0.0,65,0,0,2,5,4,50,12.948992856111191,383.22
132000,0.8939393939393939,0.0,0.07575757575757576,0.030303030303030304,0.0,0.0,0.0,45,2,0,4,1,1,50,11.709009093465829,247.08
63320,0.9949463044851548,0.0,0.00505369551484523,0.0,0.0,0.0,0.0,56,0,0,2,1,1,50,8.955462857624404,410.32
170500,0.9912023460410557,0.0,0.008797653958944282,0.0,0.0,0.0,0.0,42,0,0,1,5,6,50,18.179472140762464,527.93
135004,0.9999703712482593,0.0,2.2221563805516874e-05,7.4071879351722915e-06,0.0,0.0,0.0,67,0,0,1,5,5,50,16.320257177565107,978.63
43762,0.0,0.9140350075407888,0.009186051825784927,0.0,0.0,0.07677894063342626,0.0,54,0,0,1,5,4,50,5.767708745548081,400.02
74200,0.0,0.1347708894878706,0.03638814016172507,0.02021563342318059,0.0,0.24258760107816713,0.5660377358490566,69,0,0,2,2,1,50,7.421001152419597,429.38
45000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,2,1,1,50,7.188966010916388,529.78
65045,0.9993081712660465,0.0,0.00030747943731262973,0.00038434929664078716,0.0,0.0,0.0,61,0,0,2,2,1,50,5.931278345760627,420.2
24210,0.9913258983890955,0.0,0.008674101610904586,0.0,0.0,0.0,0.0,49,1,0,2,4,4,50,-14.754233787691035,211.43
141469,0.9189292353801893,0.0,0.0810707646198107,0.0,0.0,0.0,0.0,45,2,0,4,1,1,50,14.864359503068936,247.08
25001,0.999960001599936,0.0,3.999840006399744e-05,0.0,0.0,0.0,0.0,57,2,0,4,1,1,50,1.9190817492469097,242.12
47200,0.8898305084745762,0.0,0.00423728813559322,0.0,0.0,0.0,0.0,52,2,0,5,4,5,50,-1.0497630331753554,249.34
38590,0.9993521637729982,0.0,0.000647836227001814,0.0,0.0,0.0,0.0,27,0,0,5,5,6,50,7.123607152111947,272.9
30000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,5,5,6,50,5.726666666666667,272.9
16719,0.4018781027573419,0.5981218972426581,0.0,0.0,0.0,0.0,0.0,37,1,0,3,4,6,50,-34.94036095672266,275.31
111026,0.4863725613820186,0.0,0.5136274386179813,0.0,0.0,0.0,0.0,41,1,0,3,5,6,50,15.061336984129843,275.31
82152,0.9981497711559061,0.0,0.0018502288440938749,0.0,0.0,0.0,0.0,52,0,0,3,2,1,50,11.510901153146936,290.0
41500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,3,5,4,50,7.465060240963855,239.12
141501,0.43815944763641246,0.0,0.02544858340223744,0.0063603790785930845,0.0,0.0,0.530031589882757,77,0,0,1,5,4,50,16.615430279644666,378.97
151225,0.9918994875185981,0.0,0.004794180856339891,0.0033063316250619935,0.0,0.0,0.0,42,4,0,6,1,1,50,12.183690779110623,287.06
16000,0.625,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,6,5,6,50,0.0,398.18
39700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2,1,4,4,6,50,-15.073047858942063,390.32
24015,0.9993753903810119,0.0,0.0006246096189881324,0.0,0.0,0.0,0.0,31,2,1,4,5,6,50,4.234853216739538,390.32
121002,0.999983471347581,0.0,1.652865241896828e-05,0.0,0.0,0.0,0.0,36,1,0,2,4,4,50,11.439480339167948,262.82
61400,0.0,0.0,0.09317589576547232,0.024429967426710098,0.0,0.6185504885993486,0.0,70,2,0,4,3,1,50,12.013711631051384,252.45
150010,0.9999333377774815,0.0,6.666222251849876e-05,0.0,0.0,0.0,0.0,23,0,0,4,5,6,50,15.610292647156855,341.31
116157,0.9826441798600171,0.0,0.004442263488209923,0.0,0.0,0.0,0.0,46,1,0,3,1,1,50,12.004483381750806,322.53
47059,0.0,0.0,0.029728638517605557,0.0,0.0,0.5255530291761406,0.0,66,1,0,3,3,1,50,6.143228390065182,279.22
4000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,3,5,6,50,-7.65,319.69
167809,0.9415466393340047,0.0,0.05803621974983463,0.000417140916160635,0.0,0.0,0.0,39,2,0,4,1,1,50,12.306337502612015,346.13
33100,0.9667673716012085,0.0,0.03323262839879154,0.0,0.0,0.0,0.0,57,1,0,3,1,1,50,6.245007987220448,307.58
19798,0.0,0.0,0.0011112233558945347,0.0,0.1363774118597838,0.8625113647843217,0.0,73,1,0,3,2,1,50,7.430146340460103,230.48
160291,0.9981845518463295,0.0,0.0018154481536705118,0.0,0.0,0.0,0.0,55,0,0,1,5,6,50,17.808860135628326,373.54
120000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,2,0,4,1,1,50,14.2605,463.28
80000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,4,5,6,50,12.32625,578.16
20000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,4,5,6,50,3.075,578.16
54000,0.9074074074074074,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,30,2,1,4,1,1,50,3.8449824082339967,585.59
51050,0.9794319294809011,0.0,0.02056807051909892,0.0,0.0,0.0,0.0,26,0,0,2,1,1,50,6.585092694085688,298.96
7424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,1,5,4,50,-7.650862068965517,395.44
57856,0.9506360619469026,0.0,0.04936393805309734,0.0,0.0,0.0,0.0,31,0,0,1,5,6,50,8.747580199115044,959.48
27092,0.0,0.0,0.002509966041635907,0.0,0.15547024952015356,0.668832127565333,0.0,74,0,0,1,5,2,50,0.0,427.63
25400,0.984251968503937,0.0,0.015748031496062992,0.0,0.0,0.0,0.0,35,2,1,4,1,1,50,7.356589147286821,281.74
31140,0.0,0.0,0.0,0.0,0.0,0.9518304431599229,0.0,78,0,0,2,5,4,50,0.0,321.68
50245,0.0,0.0,0.29067568912329583,0.0,0.0,0.7093243108767041,0.0,70,0,0,2,3,1,50,6.686593315983407,437.62
17000,0.29411764705882354,0.0,0.11764705882352941,0.5882352941176471,0.0,0.0,0.0,35,0,0,2,1,1,50,0.0,645.99
29010,0.6549465701482248,0.0,0.34505342985177523,0.0,0.0,0.0,0.0,47,0,0,2,1,1,50,17.132674774665674,383.22
94867,0.8116626434903602,0.0,0.0011278948422528382,0.0,0.0,0.0,0.0,43,2,0,4,4,4,50,4.455871772795358,286.06
57700,0.9532062391681109,0.0,0.04679376083188908,0.0,0.0,0.0,0.0,40,0,0,2,1,1,50,8.949335548172757,516.21
77600,0.9664948453608248,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,37,0,0,1,5,6,50,12.027061855670103,508.79
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,2,3,1,50,0.0,355.9
45000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30,1,1,3,1,1,50,1.3522912926028372,316.6
45100,0.9977827050997783,0.0,0.0022172949002217295,0.0,0.0,0.0,0.0,51,0,0,2,1,1,50,9.903105316113738,391.67
44235,0.04521306657624053,0.0,0.08036622583926754,0.011303266644060133,0.11303266644060134,0.7500847744998305,0.0,67,2,0,3,4,4,50,0.0,424.58
10005,0.8995502248875562,0.0,0.0004997501249375312,0.09995002498750624,0.0,0.0,0.0,34,0,0,3,5,6,50,-5.837081459270365,462.61
32800,0.6097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,3,1,1,50,6.634168207541884,391.67
18000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,0,3,5,3,50,2.3055555555555554,580.08
70650,0.835102618542109,0.0,0.164897381457891,0.0,0.0,0.0,0.0,55,0,0,1,5,6,50,11.046001415428169,376.28
37939,0.0,0.0,0.0026358101162392263,0.007380268325469833,0.0,0.7005719707952239,0.0,76,0,0,1,5,5,50,4.425155004428698,366.72
60101,0.9983194955158816,0.0,0.0016805044841184007,0.0,0.0,0.0,0.0,31,1,1,3,1,1,50,8.564884205348152,303.27
24000,0.9583333333333334,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,58,0,0,2,1,1,50,17.874074074074073,434.18
70700,0.9900990099009901,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,52,0,0,2,5,5,50,7.148514851485148,404.68
65000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0,0,2,5,6,50,10.093846153846153,404.68
25080,0.0,0.0,0.0024322169059011163,0.009569377990430622,0.0,0.5573763955342903,0.0,72,0,0,2,3,1,50,5.71398298671026,335.8
40001,0.9999750006249843,0.0,2.499937501562461e-05,0.0,0.0,0.0,0.0,65,0,0,2,2,1,50,7.3074680848532445,444.32
76912,0.0,0.0,0.03786145204909507,0.18202621177449552,0.0,0.0,0.0,60,0,0,1,5,6,50,10.772759529602595,452.0
378000,0.9259259259259259,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,58,2,0,4,1,1,50,18.18135497848924,208.89
97805,0.8599253616890752,0.0,0.058279229078267984,0.08179540923265682,0.0,0.0,0.0,42,2,1,4,4,3,50,8.263381217729155,319.35
14702,0.9998639640865188,0.0,0.00013603591348115902,0.0,0.0,0.0,0.0,32,2,1,4,4,6,50,-38.05604679635424,319.35
47457,0.0,0.0,0.00014750194913289925,0.0010535853509492804,0.05057209684556546,0.0,0.9482268158543523,66,0,0,2,2,1,50,6.065197497712236,392.45
124901,0.9607609226507394,0.0,0.016813316146387938,0.022417754861850585,0.0,0.0,8.006341022089495e-06,45,1,0,3,1,1,50,12.69466058774599,279.95
35394,0.0,0.0,2.8253376278465277e-05,0.0001412668813923264,0.0,0.600440752669944,0.0,77,0,0,1,5,4,50,0.0,321.68
73300,0.9959072305593452,0.0,0.004092769440654843,0.0,0.0,0.0,0.0,32,0,0,2,1,1,50,9.477364185110664,606.34
20005,0.9997500624843789,0.0,0.00024993751562109475,0.0,0.0,0.0,0.0,45,1,0,3,1,1,50,2.3948004332972253,280.44
64450,0.9930178432893716,0.0,0.0069821567106283944,0.0,0.0,0.0,0.0,37,3,1,5,5,6,50,9.9922420480993,457.63
55107,0.9980583228990872,0.0,0.0019416771009127696,0.0,0.0,0.0,0.0,48,2,0,4,1,1,50,4.493050091791241,205.64
51500,0.970873786407767,0.0,0.02912621359223301,0.0,0.0,0.0,0.0,46,1,0,2,4,6,50,2.271844660194174,174.3
66012,0.0,0.0,0.25013633884748226,0.22723141247045991,0.09089256498818396,0.2863115797127795,0.0,77,0,0,2,3,1,50,10.900693121725318,321.68
44683,0.0,0.0,0.4733791374795784,0.0,0.0,0.5266208625204216,0.0,67,0,0,2,3,1,50,0.4688130646713652,414.89
46277,0.9983361064891847,0.0,0.0016638935108153079,0.0,0.0,0.0,0.0,30,4,1,6,1,1,50,3.978354313785693,319.61
23305,0.0,0.0,0.21853679467925338,0.0,0.3432739755417292,0.43818922977901736,0.0,85,0,0,2,3,1,50,5.588294746007805,353.79
41394,0.0,0.6039522636130841,0.0006281103541576074,0.0,0.0,0.3954196260327584,0.0,72,0,0,1,5,4,50,3.258817309870856,335.8
34001,0.9999705891003206,0.0,2.9410899679421194e-05,0.0,0.0,0.0,0.0,39,2,0,4,1,1,50,2.172096908939014,278.64
79662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,0,2,2,1,50,8.590913805621824,414.89
24440,0.0,0.0,0.020130932896890344,0.0,0.08183306055646482,0.8980360065466448,0.0,75,0,0,1,5,5,50,0.0,353.79
7570,0.7926023778071334,0.0,0.0005284015852047556,0.0,0.0,0.20686922060766183,0.0,62,1,0,2,5,2,50,-7.6449033977348435,376.33
14000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,2,5,4,50,-1.8785714285714283,598.79
145206,0.9090533449031032,0.08264121317300938,0.008298555156123025,0.0,0.0,0.0,0.0,53,0,0,2,1,1,50,13.071430399508612,383.22
24010,0.9995835068721366,0.0,0.00041649312786339027,0.0,0.0,0.0,0.0,22,0,0,11,5,6,50,4.231570179092045,403.52
40020,0.9995002498750625,0.0,0.0004997501249375312,0.0,0.0,0.0,0.0,21,0,0,11,5,6,50,7.296351824087956,403.52
4010,0.9975062344139651,0.0,0.0024937655860349127,0.0,0.0,0.0,0.0,19,0,0,11,5,6,50,0.0,381.38
46004,0.99991305103904,0.0,8.694896095991653e-05,0.0,0.0,0.0,0.0,46,2,0,3,4,4,50,4.610468654899574,260.13
35001,0.9999714293877318,0.0,2.8570612268220908e-05,0.0,0.0,0.0,0.0,27,0,0,3,5,6,50,6.622667923773607,420.09
22200,0.0,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,75,0,0,2,3,1,50,5.017775520568817,345.72
51291,0.9943264900274902,0.0,0.005673509972509797,0.0,0.0,0.0,0.0,54,0,0,1,5,6,50,8.330896258602873,547.46
36247,0.0,0.0,0.0005517698016387563,0.0,0.0,0.3704306563301791,0.0,85,0,0,1,5,4,50,3.7429744489177663,387.83
60245,0.9959332724707445,0.0,0.00406672752925554,0.0,0.0,0.0,0.0,40,2,0,4,4,6,50,0.0315378869615735,512.92
42505,0.9881190448182566,0.0,0.011880955181743324,0.0,0.0,0.0,0.0,39,2,0,4,5,6,50,7.573226679214209,512.92
46810,0.9976500747703482,0.0,0.002349925229651784,0.0,0.0,0.0,0.0,63,0,0,1,5,4,50,7.979064302499466,426.17
96020,0.9789627161008123,0.0,0.014580295771714226,0.006456988127473443,0.0,0.0,0.0,46,1,0,3,1,1,50,5.226644626391508,247.08
25001,0.999960001599936,0.0,3.999840006399744e-05,0.0,0.0,0.0,0.0,33,0,0,2,5,6,50,4.4718211271549135,959.48
121000,0.6198347107438017,0.0,0.33884297520661155,0.04132231404958678,0.0,0.0,0.0,44,2,0,4,1,1,50,11.679314616449622,645.99
110000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,1,0,3,1,1,50,10.269127516778523,215.83
48281,0.0,0.0,0.021064186740125515,0.0,0.0,0.6296472732544893,0.0,85,0,0,2,3,1,50,4.346696362286562,387.83
46108,0.41207599548885226,0.0,0.0,0.0,0.0,0.40574303808449724,0.0,59,0,0,2,1,1,50,8.58733295860456,429.38
14775,0.9813874788494078,0.0,0.018612521150592216,0.0,0.0,0.0,0.0,43,2,1,4,1,1,50,8.089269773254776,355.06
250000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,2,1,1,50,14.415592303585756,434.18
29460,0.0,0.0,0.012219959266802444,0.0,0.05091649694501019,0.835030549898167,0.0,85,0,0,1,5,5,50,0.0,314.34
71105,0.6834962379579496,0.14063708599957808,0.03522959004289431,0.0,0.0,0.0,0.0,39,0,0,2,1,1,50,10.363245574573524,661.08
112200,0.9982174688057041,0.0,0.0017825311942959,0.0,0.0,0.0,0.0,28,0,0,2,5,6,50,15.155080213903744,492.79
587900,0.0,0.0,0.04337472359244769,0.7654362986902534,0.013607756421160062,0.040823269263480184,0.05953393434257527,75,0,0,1,5,5,50,18.452699091394976,378.97
32000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,2,1,1,50,1.34375,645.99
65001,0.9999846156212981,0.0,1.5384378701866124e-05,0.0,0.0,0.0,0.0,57,0,0,2,5,4,50,10.093690866294365,544.19
40080,0.998003992015968,0.0,0.001996007984031936,0.0,0.0,0.0,0.0,50,0,0,2,5,5,50,7.3053892215568865,544.19
47766,0.6699325880333291,0.0,0.11828497257463468,0.0,0.0,0.0,0.0,60,0,0,1,5,6,50,8.060126449775991,450.13
56365,0.1206422425263905,0.0,0.00021289807504657146,0.0,0.0,0.45239066796771044,0.00010644903752328573,74,0,0,1,5,5,50,11.36339896589544,356.0
44750,0.9993296089385475,0.0,0.000670391061452514,0.0,0.0,0.0,0.0,53,0,0,1,5,6,50,7.79441340782123,425.66
175101,0.9994231900446028,0.0,5.71098965739773e-06,0.0,0.0,0.0,0.000571098965739773,46,2,0,4,1,1,50,13.287089344689726,396.43
9300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,4,5,6,50,0.0,777.32
97500,0.8205128205128205,0.0,0.15897435897435896,0.020512820512820513,0.0,0.0,0.0,51,2,0,4,1,1,50,9.364259455003555,249.34
63634,0.9428921645661125,0.0,0.000534305559920797,0.0,0.0,0.0,0.0,42,1,0,2,4,4,50,6.486324416164174,524.9
77720,0.9650025733401956,0.0,0.034997426659804425,0.0,0.0,0.0,0.0,56,0,0,2,1,1,50,15.12846185478536,376.28
19501,0.9999487205784319,0.0,5.127942156812471e-05,0.0,0.0,0.0,0.0,35,0,0,1,5,6,50,2.897287318599046,497.17
45375,0.9917355371900827,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,39,0,0,2,5,6,50,7.852341597796143,555.06
37440,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,0,2,5,6,50,6.973824786324786,578.65
30000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,0,1,5,6,50,5.726666666666667,578.65
76002,0.9868161364174627,0.0,0.013183863582537302,0.0,0.0,0.0,0.0,29,0,0,2,1,1,50,8.755355187959553,339.01
9372,0.0,1.0670081092616304,0.0,0.0,0.0,0.0,-0.0670081092616304,60,0,0,2,2,1,50,0.0,459.12
159600,0.9273182957393483,0.0,0.07268170426065163,0.0,0.0,0.0,0.0,45,1,0,3,1,1,50,12.286113581501716,286.06
67007,0.9998955333024908,0.0,0.00010446669750921545,0.0,0.0,0.0,0.0,26,2,1,4,4,6,50,1.8371214947692032,335.2
30264,0.0,0.9251916468411314,0.07166931007137192,0.003139043087496696,0.0,0.0,0.0,66,0,0,2,2,1,50,10.5411682104183,392.18
218001,0.626143916771024,0.0,0.34633327370057937,0.0,0.0,0.0,0.02752280952839666,40,2,0,6,1,1,50,12.784742207697184,357.34
110050,0.9995456610631531,0.0,0.00045433893684688776,0.0,0.0,0.0,0.0,53,2,0,4,1,1,50,11.732153055396916,212.85
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0,0,2,1,1,50,3.8716814159292032,325.4
14402,0.0,0.0,0.14241077628107207,0.0,0.0,0.7373281488682127,0.06943480072212192,85,0,0,1,5,5,50,0.0,340.5
64142,0.5612547160986561,0.0,0.018739671354182908,0.0,0.0,0.3367528296591937,0.0,72,0,0,2,3,1,50,5.98752346920235,424.58
20050,0.0,0.0,0.0004987531172069825,0.0,0.0,0.7211970074812968,0.0,76,0,0,2,3,1,50,7.97948577947213,335.8
12353,0.12183275317736582,0.0,0.0,0.0,0.0,0.0,0.0,46,2,0,4,1,1,50,-40.0,275.13
80000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0,4,4,6,50,3.4875000000000003,232.2
50000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2,0,4,5,6,50,8.13552361396304,232.2
60000,0.9833333333333333,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,43,2,0,4,1,1,50,10.26905859692217,286.57
16000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,0,4,5,6,50,1.34375,306.04
33005,0.9998485078018482,0.0,0.0001514921981517952,0.0,0.0,0.0,0.0,53,3,3,4,4,6,50,-29.068322981366464,210.83
39199,0.8928799204061328,0.0,0.09436465215949387,0.012755427434373325,0.0,0.0,0.0,25,0,0,2,5,6,50,6.623660039809108,647.8
45199,0.9955972477267196,0.0,0.004402752273280382,0.0,0.0,0.0,0.0,25,0,0,2,5,6,50,7.836456558773425,647.8
84087,0.9157182441994601,0.08324711310904183,0.0010227502467682283,1.1892444729863119e-05,0.0,0.0,0.0,38,3,2,5,1,1,50,-0.0704103186832249,294.64
44717,0.46962005501263504,0.0,0.00011181429881253214,0.0,0.0,0.5302681306885525,0.0,78,0,0,1,5,5,50,3.70548604427334,337.71
123000,0.8536585365853658,0.0,0.14634146341463414,0.0,0.0,0.0,0.0,39,0,0,2,5,6,50,15.860975609756098,501.05
151001,0.8940338143456004,0.0,6.622472698856299e-06,0.10595956318170079,0.0,0.0,0.0,42,0,0,2,5,6,50,16.474063085674928,501.05
84031,0.8925277576132618,0.0,0.10747224238673823,0.0,0.0,0.0,0.0,52,1,0,3,1,1,50,14.57116822256109,363.17
110760,0.0,0.0,0.07316720837847598,0.01318165402672445,0.6392199349945829,0.1687973997833153,0.0,73,0,0,2,3,1,50,9.03106667834088,468.34
83421,0.0,0.0,0.2924803107131298,0.018724302034259958,0.15223984368444396,0.5178552163124394,0.0,77,0,0,2,3,1,50,7.442071497910775,344.26
135002,0.9629486970563399,0.0,0.037051302943660096,0.0,0.0,0.0,0.0,56,0,0,2,5,4,50,15.813099065199037,497.19
83330,0.8820352814112564,0.0,0.04718588743549742,0.0005760230409216369,0.06000240009600384,0.0,0.0,61,0,0,2,5,4,50,9.339233753637243,497.19
145872,0.0,0.0,0.20566661182406493,0.040638367884172424,0.0,0.27681117692223317,0.0,77,0,0,2,3,1,50,9.889832039010296,392.46
70151,0.9978475003920115,0.0,0.002152499607988482,0.0,0.0,0.0,0.0,47,1,0,3,5,6,50,10.96776952573734,362.12
63451,0.9928921529999527,0.0,0.00710784700004728,0.0,0.0,0.0,0.0,40,1,0,3,4,6,50,3.473546516209358,362.12
111548,0.9999731057481981,0.0,2.689425180191487e-05,0.0,0.0,0.0,0.0,47,1,0,3,1,1,50,13.636320665532237,223.84
45916,0.4355780120219531,0.0,0.4360135900339751,0.0,0.0,0.12840839794407177,0.0,65,0,0,2,3,1,50,15.401369530864612,449.7
66511,0.9396941859241329,0.0,0.00016538617672264737,0.0,0.0,0.0,0.0,33,0,0,1,5,6,50,9.61910703716146,585.4
123210,0.9739469198928659,0.0,0.024429835240646052,0.0016232448664881098,0.0,0.0,0.0,33,0,0,1,5,6,50,15.86067112078673,605.12
130120,0.9990777743621273,0.0,0.0009222256378727329,0.0,0.0,0.0,0.0,29,0,0,1,5,6,50,16.179680295112203,605.12
200000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0,0,2,1,1,50,17.384,500.33
23761,0.0,0.0,4.208577080089222e-05,0.0,0.0,0.8312781448592231,0.0,80,0,0,1,5,4,50,0.0,358.23
47871,0.4177894758831025,0.0,0.0,0.0,0.0,0.3283616385703244,0.0,25,0,0,1,5,6,50,3.5370975268315443,767.1
68000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0,0,1,4,4,50,4.926470588235294,207.64
103000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41,0,0,1,5,4,50,13.941747572815531,255.11
